주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
350-1-000106,오천읍 노상3,공영,노상,경상북도 포항시 남구 오천읍 충무로25,경상북도 포항시 남구 오천읍 용덕리 397-2,9,3,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,0,0,,,,,,,,포항시청,,35.976407,129.41272,2021-05-13,5020000,경상북도 포항시
350-1-000107,오천읍 노상4,공영,노상,경상북도 포항시 남구 오천읍 충무로63,경상북도 포항시 남구 오천읍 용덕리95-20,21,3,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,0,0,,,,,,,,포항시청,,35.97636576,129.4168227,2021-05-13,5020000,경상북도 포항시
350-1-000108,오천읍 노상5,공영,노상,경상북도 포항시 남구 오천읍 충무로 10,,2,3,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,0,0,,,,,,,,포항시청,,35.975917,129.410639,2021-05-13,5020000,경상북도 포항시
350-1-000109,오천읍 노상6,공영,노상,경상북도 포항시 남구 오천읍 충무로 28,,6,3,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,0,0,,,,,,,,포항시청,,35.975996,129.412751,2021-05-13,5020000,경상북도 포항시
350-1-000110,오천읍 노상7,공영,노상,경상북도 포항시 남구 오천읍 충무로40-1,,22,3,미시행,평일+토요일+공휴일,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,무료,0,0,,,,,,,,포항시청,,35.97601328,129.4142336,2021-05-13,5020000,경상북도 포항시
355-1-000011,구미경찰서앞,공영,노상,,경상북도 구미시 송정동 59,13,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.11982189,128.3462854,2022-06-10,5080000,경상북도 구미시
355-1-000012,광평복개천일방통행로,공영,노상,,경상북도 구미시 송정동 501,274,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.11702097,128.3472638,2022-06-10,5080000,경상북도 구미시
355-1-000013,중앙도서관주변,공영,노상,,경상북도 구미시 형곡동 227-2,50,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.11508006,128.3360065,2022-06-10,5080000,경상북도 구미시
355-1-000014,이계천,공영,노상,,경상북도 구미시 진평동 645,103,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.1047513,128.401274,2022-06-10,5080000,경상북도 구미시
355-1-000015,1단지기업사랑,공영,노상,,경상북도 구미시 공단동 140,76,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.11541592,128.3796531,2022-06-10,5080000,경상북도 구미시
355-2-000016,원호택지개발,공영,노외,,경상북도 구미시 고아읍 원호리 470,12,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.1504447,128.3296797,2022-06-10,5080000,경상북도 구미시
355-2-000017,원호택지개발,공영,노외,,경상북도 구미시 고아읍 원호리 445,13,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.14974851,128.3312014,2022-06-10,5080000,경상북도 구미시
355-2-000018,옥계1택지개발,공영,노외,,경상북도 구미시 옥계동 553-6,31,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.14759078,128.417451,2022-06-10,5080000,경상북도 구미시
355-2-000019,옥계2택지개발,공영,노외,,경상북도 구미시 옥계동 640-3,73,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.13799603,128.415786,2022-06-10,5080000,경상북도 구미시
355-2-000020,옥계2택지개발,공영,노외,,경상북도 구미시 거의동 612-4,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.13750196,128.412137,2022-06-10,5080000,경상북도 구미시
355-2-000021,봉곡구획정리,공영,노외,,경상북도 구미시 봉곡동 151-2,37,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.15546466,128.3076257,2022-06-10,5080000,경상북도 구미시
355-2-000022,봉곡구획정리,공영,노외,,경상북도 구미시 봉곡동 213-6,29,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상북도 구미시청,,36.1526308,128.314225,2022-06-10,5080000,경상북도 구미시
184-1-000005,대흥동제4노상,공영,노상,대전광역시 중구 중앙로 112,대전광역시 중구 대흥동 496-1,22,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
184-1-000006,대흥동제5노상,공영,노상,대전광역시 중구 보문로230번길 21,대전광역시 중구 대흥동452-96,19,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
184-1-000007,대흥동제9노상,공영,노상,대전광역시 중구 대흥로 174,대전광역시 중구 대흥동 114-1,23,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
184-1-000008,대흥동제10노상,공영,노상,대전광역시 중구 중앙로 100,대전광역시 중구 대흥동 499-1,23,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
184-1-000009,문창동제1노상,공영,노상,대전광역시 중구 대종로334번길 12,대전광역시 중구 부사동 126-2,14,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
184-1-000010,문창동제2노상,공영,노상,대전광역시 중구 대종로386번길 71,대전광역시 중구 문창동 53-33,28,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
184-1-000011,문창동제3노상,공영,노상,대전광역시 중구 대전천서로 269,대전광역시 중구 문창동 367-29,250,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
301-2-000020,광덕쉼터주차장,공영,노외,충청남도 천안시 동남구 광덕면 광풍로 250,충청남도 천안시 동남구 광덕면 광덕리 403-9,430,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,충청남도 천안시 시설관리공단,041-529-5120,36.67386129,127.0539118,2022-06-17,4490000,충청남도 천안시
301-2-000021,천호지생활체육공원주차장,공영,노외,충청남도 천안시 동남구 천호지길 39,충청남도 천안시 동남구 안서동 526-39,123,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,충청남도 천안시 시설관리공단,041-529-5120,36.83698985,127.173679,2022-06-17,4490000,충청남도 천안시
196-2-000053,마루공원주차장,공영,노외,,울산광역시 울주군 범서읍 천상리 603-6,60,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,0,,,,,,,,울산광역시 울주군청,052-204-2514,,,2022-04-12,3730000,울산광역시 울주군
301-2-000022,청수상업지구내 주차빌딩주차장,공영,노외,충청남도 천안시 동남구 청수11로 12,충청남도 천안시 동남구 청당동 511,364,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,충청남도 천안시 천안축산농협,041-520-6000,36.78249305,127.1536331,2022-06-17,4490000,충청남도 천안시
301-2-000023,성말지구공영주차장,공영,노외,,충청남도 천안시 동남구 신부동 77-26,12,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,충청남도 천안시 시설관리공단,041-529-5120,36.81405575,127.1602009,2022-06-17,4490000,충청남도 천안시
301-2-000024,신부지구공영주차장,공영,노외,충청남도 천안시 동남구 천안천8길 19,충청남도 천안시 동남구 신부동 331-43,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,충청남도 천안시 시설관리공단,041-529-5120,36.82037603,127.1534488,2022-06-17,4490000,충청남도 천안시
301-2-000025,휴먼시아아파트앞주차장,공영,노외,충청남도 천안시 동남구 대흥로 29,충청남도 천안시 동남구 구성동 531,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,충청남도 천안시 시설관리공단,041-529-5120,36.79647634,127.1573648,2022-06-17,4490000,충청남도 천안시
301-2-000026,어사박문수테마길주차장,공영,노외,충청남도 천안시 동남구 북면 박문수길 105,충청남도 천안시 동남구 북면 은지리 101,11,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,충청남도 천안시 시설관리공단,041-529-5120,36.77818112,127.2680412,2022-06-17,4490000,충청남도 천안시
301-2-000027,어사박문수테마길주차장,공영,노외,충청남도 천안시 동남구 북면 박문수길 135-12,충청남도 천안시 동남구 북면 은지리 45-1,14,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,충청남도 천안시 시설관리공단,041-529-5120,36.77890447,127.2716407,2022-06-17,4490000,충청남도 천안시
301-2-000028,남산중앙시장제2주차장,공영,노외,충청남도 천안시 동남구 큰재빼기길 29,충청남도 천안시 동남구 오룡동 189-1,67,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,30,500,10,200,370,10000,80000,현금,전통시장 이용자 1시간 무료+10분초과시200원 / 경차 및 장애인 50프로할인,충청남도 천안시 남산중앙시장상인회,041-553-1136,36.80431803,127.1495845,2022-06-17,4490000,충청남도 천안시
301-2-000029,청수택지주차장,공영,노외,충청남도 천안시 동남구 청수6로 35-26,충청남도 천안시 동남구 청당동 567,26,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,충청남도 천안시 시설관리공단,041-529-5120,36.78530156,127.1577633,2022-06-17,4490000,충청남도 천안시
123-2-000011,문정근린공원,공영,노외,서울특별시 송파구 문정로 지하12,서울특별시 송파구 문정동38-3외2,290,3,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,5,150,0,0,0,0,120000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-431-0166,37.485972,127.1238958,2021-02-18,3230000,서울특별시 송파구
123-2-000012,송파근린공원주차장,공영,노외,서울특별시 송파구 백제고분로42길5,서울특별시 송파구 송파동 113-2,324,3,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,0,0,0,0,0,0,0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구,02-418-3854,37.5059306,127.1097053,2021-02-18,3230000,서울특별시 송파구
123-2-000013,방이고분 주차장,공영,노외,서울특별시 송파구 오금로219,서울특별시 송파구 방이동 125,61,4,요일제,평일+토요일,9:00,18:00,9:00,15:00,0:00,0:00,유료,5,100,0,0,0,10800,50000,현금 카드,"[서울특별시 송파구 주차장설치 및 관리조례 제5조 제1항의 별표1 주차요금 감면]*면제 - 모범납세자   ◆ 확인증명:서울시장,송파구청장                   ,국세청장이 교부한                   성실납세증 표지 부                     착차량   ◆ 표창일로부터 1년간 면제       (표창일자 확인) - 구정유공자   ◆ 확인증명 : 송파구청장이 발행                    한 유공주민 표지",서울특별시 송파구 시설관리공단,02-3431-4155,37.50757311,127.1181634,2021-02-18,3230000,서울특별시 송파구
123-2-000014,석촌고분 주차장,공영,노외,서울특별시 송파구 가락로7길 21,서울특별시 송파구 석촌동 248,63,5,요일제,평일+토요일,9:00,18:00,9:00,15:00,0:00,0:00,유료,5,50,0,0,0,5400,30000,현금 카드,"[서울특별시 송파구 주차장설치 및 관리조례 제5조 제1항의 별표1 주차요금 감면]*면제 - 모범납세자   ◆ 확인증명:서울시장,송파구청장                   ,국세청장이 교부한                   성실납세증 표지 부                     착차량   ◆ 표창일로부터 1년간 면제       (표창일자 확인) - 구정유공자   ◆ 확인증명 : 송파구청장이 발행                    한 유공주민 표지",서울특별시 송파구 시설관리공단,02-3431-1763,37.50214179,127.102815,2021-02-18,3230000,서울특별시 송파구
123-2-000015,서호1,공영,노외,서울특별시 송파구 석촌호수로197,서울특별시 송파구 잠실동 47,15,1,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,0,0,0,0,0,0,0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-2157-1096,37.506607,127.0989034,2021-02-18,3230000,서울특별시 송파구
123-2-000016,서호2,공영,노외,서울특별시 송파구 잠실로148,서울특별시 송파구 잠실동 47,18,1,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,0,0,0,0,0,0,0,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-2157-1096,37.510318,127.1010923,2021-02-18,3230000,서울특별시 송파구
186-2-000046,학하지구 공영(14),공영,노외,대전광역시 유성구 복용동 569-1,대전광역시 유성구 복용동 569-1,21,4,미시행,평일+토요일+공휴일,12:00,12:00,12:00,12:00,12:00,12:00,무료,0,0,0,0,,,,,,대전광역시 유성구청,042-611-2956,,,2021-10-26,6300000,대전광역시
184-1-000001,대사동제2노상,공영,노상,대전광역시 중구 보문로125번길 13,대전광역시 중구 대사동 172,12,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
184-1-000002,대사동제1노상,공영,노상,대전광역시 중구 계룡로929번길 40,대전광역시 중구 대사동 248-219,25,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
184-1-000003,대사동제3노상,공영,노상,대전광역시 중구 보문로 146,대전광역시 중구 대사동 95-16,14,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
184-1-000004,대사동제4노상,공영,노상,대전광역시 중구 보문로 162번길 40,대전광역시 중구 대사동 77-39,33,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,0,0,0,0,0,,,대전광역시 중구청,042-606-6866,,,2021-10-26,6300000,대전광역시
385-1-000007,내외동 중심상업지역 노상주차장,공영,노상,,경상남도 김해시 내동 1158,86,1,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,혼합,30,500,10,200,0,0,,현금+신용카드,운영시간 외 무료운영+50퍼센트 감면(경차+친환경차+저공해차+장애인+국가유공자+경남i다누리카드 소지자 등),경상남도 김해시 교통정책과,,35.23773,128.863212,2022-07-14,5350000,경상남도 김해시
385-1-000007,내외동 중심상업지역 노상주차장,공영,노상,,경상남도 김해시 내동 1165,86,1,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,20:00,혼합,30,500,10,200,0,0,,현금+신용카드,운영시간 외 무료운영+50퍼센트 감면(경차+친환경차+저공해차+장애인+국가유공자+경남i다누리카드 소지자 등),경상남도 김해시 교통정책과,,35.236904,128.867904,2022-07-14,5350000,경상남도 김해시
385-1-000007,내외동 중심상업지역 노상주차장,공영,노상,,경상남도 김해시 외동 1294,86,1,미시행,평일+토요일+공휴일,9:00,20:00,9:00,20:00,9:00,23:59,혼합,30,500,10,200,0,0,,현금+신용카드,운영시간 외 무료운영+50퍼센트 감면(경차+친환경차+저공해차+장애인+국가유공자+경남i다누리카드 소지자 등),경상남도 김해시 교통정책과,,35.233028,128.87033,2022-07-14,5350000,경상남도 김해시
123-2-000002,마천동2,공영,노외,서울특별시 송파구 성내천로299-7,서울특별시 송파구 마천동 364-5,116,5,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,5,50,0,0,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-407-4947,37.4942782,127.1562452,2021-02-18,3230000,서울특별시 송파구
123-2-000003,마천동3,공영,노외,서울특별시 송파구 마천로 301-1,서울특별시 송파구 마천동 128-4,47,4,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,5,100,0,0,0,0,75000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-430-6790,37.496088,127.1497803,2021-02-18,3230000,서울특별시 송파구
123-2-000004,천마,공영,노외,서울특별시 송파구 성내천로33가길 20,서울특별시 송파구 마천동 산1-5,140,5,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,5,50,0,0,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-430-7240,37.500247,127.154843,2021-02-18,3230000,서울특별시 송파구
123-2-000005,삼전동,공영,노외,서울특별시 송파구 백제고분로32길 25-17,서울특별시 송파구 삼전동 175-8,198,5,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,5,50,0,0,0,0,60000,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,02-412-1532,37.5002483,127.0958777,2021-02-18,3230000,서울특별시 송파구
123-2-000006,송파동,공영,노외,서울특별시 송파구 백제고분로44길13-25,서울특별시 송파구 송파동 128,85,5,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,5,50,0,0,0,0,60000,카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구 시설관리공단,070-8129-2372,37.50702281,127.113321,2021-02-18,3230000,서울특별시 송파구
123-2-000008,풍납1공영,공영,노외,서울특별시 송파구 풍성로25나길 6,서울특별시 송파구 풍납동 154,56,5,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,5,50,0,0,0,0,60000,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구,02-2147-3200,37.53523908,127.1201531,2021-02-18,3230000,서울특별시 송파구
123-2-000009,풍납2공영,공영,노외,서울특별시 송파구 풍성로5길 16,서울특별시 송파구 풍납동 175,81,5,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,5,50,0,0,0,0,60000,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구,02-2147-3200,37.5361143,127.1159756,2021-02-18,3230000,서울특별시 송파구
123-2-000010,거여동공영,공영,노외,서울특별시 송파구 오금로68길 8,서울특별시 송파구 거여동 33-16,131,5,요일제,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,5,50,0,0,0,0,60000,현금 카드,*면제 - 모범납세자·성실납세증· - 구정유공주민 표지 부착차량*80할인 - 장애인 자가운전차량 - 국가유공상이자 자가운전차량*50할인 - 경차(승요차1000cc미만) - 저공해차량 - 다둥이카드 소지자 (3자녀 이상)*30할인 - 승용차요일제 참여차량   (전자태그 발급차량) - 다둥이카드 소지자 (2자녀)*송파구주차장설치및관리조례에서 정한차량,서울특별시 송파구,02-2147-3200,37.492249,127.150388,2021-02-18,3230000,서울특별시 송파구
385-2-000020,반도보라아파트 뒤편공영주차장,공영,노외,경상남도 김해시 전하로176번길 39-16,경상남도 김해시 전하동 453-1,36,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상남도 김해시 교통정책과,,35.22227,128.872199,2022-07-14,5350000,경상남도 김해시
385-2-000021,병동농공단지 주변,공영,노외,,경상남도 김해시 한림면 병동리 792-8,45,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상남도 김해시 교통정책과,,35.286822,128.790933,2022-07-14,5350000,경상남도 김해시
385-2-000022,봉하마을,공영,노외,,경상남도 김해시 진영읍 본산리 8-91,64,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상남도 김해시 교통정책과,,35.313506,128.770159,2022-07-14,5350000,경상남도 김해시
385-2-000023,봉황2통,공영,노외,,경상남도 김해시 봉황동 240,30,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상남도 김해시 교통정책과,,35.22907,128.877891,2022-07-14,5350000,경상남도 김해시
385-2-000024,봉황동 수릉원 맞은편,공영,노외,,경상남도 김해시 봉황동 441-2,6,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상남도 김해시 교통정책과,,35.234349,128.875624,2022-07-14,5350000,경상남도 김해시
385-2-000025,봉황동 축협 옆,공영,노외,,경상남도 김해시 봉황동 260,16,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상남도 김해시 교통정책과,,35.230486,128.878705,2022-07-14,5350000,경상남도 김해시
385-2-000026,삼방 신어공원 주변,공영,노외,,경상남도 김해시 삼방동 230-1,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상남도 김해시 교통정책과,,35.245307,128.912772,2022-07-14,5350000,경상남도 김해시
385-2-000027,삼방초등학교 맞은편,공영,노외,,경상남도 김해시 삼방동 686-13,10,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상남도 김해시 교통정책과,,35.248065,128.909958,2022-07-14,5350000,경상남도 김해시
385-2-000028,상동 대감마을,공영,노외,,경상남도 김해시 상동면 대감리 640-3,16,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경상남도 김해시 교통정책과,,35.307785,128.930861,2022-07-14,5350000,경상남도 김해시
163-2-000040,"도화2,3동제4노외주차장",공영,노외,인천광역시 미추홀구 숙골로43번길 79(도화동),인천광역시 미추홀구 도화동 92-10,27,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,300,15,150,300,3000,30000,현금,회원제주차장(24시간 운영),인천광역시 미추홀구 시설관리공단,032-891-6091,37.4669112,126.6616847,2021-09-30,B553949,인천광역시미추홀구시설관리공단
